day,version,system,python_version,installer,downloads
2026-03-30,0.1.0,Windows,3.12.10,pip,2
2026-02-14,0.1.0,Linux,3.13.5,pip,1
2026-02-10,0.1.0,Darwin,3.11.4,pip,4
