day,version,system,python_version,installer,downloads
2025-02-12,0.9.2,Linux,3.7.4,pip,1
2025-02-11,1.0.0,Windows,3.12.8,pip,4
2025-02-11,1.0.0,Windows,3.11.5,pip,2
2025-02-11,1.0.0,Windows,3.10.0,pip,1
2025-02-11,1.0.0,Linux,3.9.6,pip,1
2025-02-11,1.0.0,Linux,3.10.16,pip,4
2025-02-10,1.0.0,Darwin,3.13.1,pip,2
2025-02-10,0.9.2,Linux,2.7.18,pip,1
2025-02-10,0.9.2,Linux,3.13.1,pip,1
2025-02-10,1.0.0,Linux,3.10.12,pip,1
2025-02-09,0.9.2,Linux,3.8.20,uv,1
2025-02-09,0.9.2,Linux,3.8.20,pip,1
2025-02-08,1.0.0,Windows,3.12.7,pip,2
2025-02-08,0.9.2,Linux,3.8.20,uv,1
2025-02-08,0.9.2,Linux,3.8.20,pip,1
2025-02-07,1.0.0,Windows,3.11.9,pip,2
2025-02-07,1.0.0,Linux,3.11.11,pip,2
2025-02-07,1.0.0,Darwin,3.12.7,pip,2
2025-02-05,0.9.2,Linux,3.8.20,uv,1
2025-02-01,0.9.2,Linux,3.8.20,uv,1
2025-02-01,1.0.0,Windows,3.13.1,pip,2
2025-01-31,0.9.2,Linux,3.7.4,pip,1
2025-01-30,0.9.2,Linux,3.13.1,pip,1
2025-01-29,1.0.0,Windows,3.8.10,pip,1
2025-01-29,1.0.0,Windows,3.11.4,pip,1
2025-01-28,1.0.0,Linux,3.12.3,pip,2
2025-01-28,0.9.2,Linux,3.8.20,uv,1
2025-01-28,0.9.2,Linux,3.8.20,pip,1
2025-01-28,0.9.2,Linux,3.13.1,pip,2
2025-01-27,1.0.0,Windows,3.11.5,pip,2
2025-01-27,1.0.0,Linux,3.10.16,pip,2
2025-01-26,1.0.0,Windows,3.12.8,pip,2
2025-01-25,1.0.0,Linux,3.12.3,pip,2
2025-01-24,1.0.0,Windows,3.11.3,pip,2
2025-01-23,1.0.0,Linux,3.11.10,pip,2
2025-01-23,0.9.2,Windows,3.11.5,pip,2
2025-01-23,0.9.2,Linux,3.7.4,pip,1
2025-01-23,1.0.0,Windows,3.11.5,pip,2
2025-01-21,0.9.2,Windows,3.12.0,pip,1
2025-01-20,1.0.0,Windows,3.13.1,pip,2
2025-01-20,1.0.0,Linux,3.9.6,pip,2
2025-01-18,1.0.0,Windows,3.12.8,pip,2
2025-01-18,1.0.0,Windows,3.10.9,pip,1
2025-01-18,1.0.0,Windows,3.10.0,pip,2
2025-01-17,1.0.0,Windows,3.11.5,pip,2
2025-01-16,0.9.2,Linux,3.10.12,pip,1
2025-01-15,1.0.0,Windows,3.13.1,pip,2
2025-01-14,1.0.0,Windows,3.10.9,pip,2
2025-01-14,1.0.0,Linux,3.10.16,pip,2
2025-01-14,1.0.0,Windows,3.12.5,pip,2
2025-01-11,1.0.0,Windows,3.11.5,pip,2
2025-01-10,1.0.0,Linux,3.10.15,pip,2
2025-01-09,0.9.2,Linux,3.5.10,pip,1
2025-01-09,0.9.2,Linux,3.10.12,pip,1
2025-01-08,0.9.2,Linux,3.13.1,pip,2
2025-01-07,0.9.2,Linux,3.13.1,pip,2
2025-01-07,0.9.2,Linux,3.12.3,pip,1
2025-01-05,0.9.2,Linux,3.7.4,pip,1
2025-01-02,0.9.2,Linux,3.13.1,pip,1
2025-01-01,0.9.2,Linux,3.13.1,pip,3
2025-01-01,0.9.2,Linux,3.10.16,pip,1
2024-12-31,1.0.0,Linux,3.10.12,pip,2
2024-12-31,1.0.0,Linux,3.13.1,pip,2
2024-12-30,0.9.2,Linux,3.13.1,pip,4
2024-12-28,0.9.2,Linux,3.13.1,pip,1
2024-12-27,0.9.2,Linux,3.7.4,pip,1
2024-12-25,0.9.2,Linux,3.7.4,pip,1
2024-12-18,1.0.0,Windows,3.12.8,pip,2
2024-12-18,0.9.2,Linux,3.7.4,pip,1
2024-12-17,0.9.2,Linux,3.6.8,pip,1
2024-12-15,1.0.0,Windows,3.9.13,pip,1
2024-12-15,0.9.2,Linux,3.10.16,pip,1
2024-12-13,1.0.0,Linux,3.8.10,pip,1
2024-12-13,1.0.0,Linux,3.10.16,pip,1
2024-12-11,1.0.0,Linux,3.11.11,pip,2
2024-12-11,1.0.0,Windows,3.12.3,pip,2
2024-12-10,1.0.0,Darwin,3.12.6,pip,2
2024-12-06,1.0.0,Windows,3.11.7,pip,2
2024-12-06,1.0.0,Linux,3.8.17,pip,2
2024-12-06,0.9.2,Linux,2.7.17,pip,1
2024-12-05,1.0.0,Linux,3.10.12,pip,2
2024-12-04,1.0.0,Windows,3.12.3,pip,2
2024-12-04,1.0.0,Linux,3.10.2,pip,2
2024-12-03,1.0.0,Windows,3.12.5,pip,2
2024-12-03,0.9.2,Linux,3.6.9,pip,1
2024-12-02,0.9.2,Linux,3.7.4,pip,1
2024-12-01,1.0.0,Windows,3.12.7,pip,2
2024-11-30,0.9.2,Linux,3.7.4,pip,1
2024-11-29,1.0.0,Windows,3.10.11,pip,1
2024-11-28,1.0.0,Windows,3.11.2,pip,2
2024-11-28,1.0.0,Linux,3.8.10,pip,1
2024-11-28,1.0.0,Windows,3.12.3,pip,2
2024-11-25,1.0.0,Windows,3.12.7,pip,2
2024-11-25,1.0.0,Linux,3.10.12,pip,2
2024-11-25,1.0.0,Darwin,3.13.0,uv,2
2024-11-23,1.0.0,Windows,3.10.11,pip,2
2024-11-22,1.0.0,Windows,3.12.7,pip,2
2024-11-22,1.0.0,Linux,3.12.6,pip,2
2024-11-21,1.0.0,Windows,3.11.4,pip,2
2024-11-21,1.0.0,Linux,3.10.12,pip,2
2024-11-20,1.0.0,Darwin,3.11.4,pip,2
2024-11-13,1.0.0,Linux,3.11.10,pip,2
2024-11-13,1.0.0,Windows,3.12.6,pip,2
2024-11-12,0.9.2,Linux,3.7.4,pip,1
2024-11-11,1.0.0,Windows,3.10.11,pip,2
2024-11-09,0.9.2,Darwin,3.12.2,pip,1
2024-11-08,1.0.0,Windows,3.8.5,pip,2
2024-11-07,0.9.2,Windows,3.12.0,pip,1
2024-11-06,1.0.0,Linux,3.10.5,pip,1
2024-11-06,0.9.2,Linux,3.7.4,pip,1
2024-11-05,1.0.0,Windows,3.12.4,pip,2
2024-11-05,1.0.0,OS400,3.9.18,pip,1
2024-11-05,1.0.0,Linux,3.11.10,pip,2
2024-11-04,1.0.0,Linux,3.11.10,pip,7
2024-11-04,1.0.0,Darwin,3.10.14,pip,2
2024-11-04,1.0.0,Windows,3.10.11,pip,1
2024-11-03,0.9.2,Linux,3.7.4,pip,1
2024-11-03,1.0.0,Darwin,3.13.0,pip,2
2024-11-02,1.0.0,Windows,3.12.0,pip,2
2024-11-01,1.0.0,Windows,3.13.0,pip,2
2024-11-01,1.0.0,Windows,3.12.4,pip,2
2024-10-31,1.0.0,Windows,3.9.13,pip,1
2024-10-31,1.0.0,Linux,3.8.18,pip,4
2024-10-31,0.9.0,Linux,3.8.18,pip,1
2024-10-31,0.8.2,Linux,3.8.18,pip,1
2024-10-30,1.0.0,Windows,3.10.0,pip,2
2024-10-30,1.0.0,Linux,3.9.18,pip,2
2024-10-28,0.9.2,Linux,3.7.4,pip,1
2024-10-28,1.0.0,Windows,3.10.0,pip,2
2024-10-25,1.0.0,Linux,3.11.3,uv,2
2024-10-25,1.0.0,Darwin,3.12.2,pip,2
2024-10-25,1.0.0,Darwin,3.12.4,pip,2
2024-10-25,1.0.0,Windows,3.13.0,pip,2
2024-10-25,1.0.0,Linux,3.8.20,pip,2
2024-10-24,1.0.0,Linux,3.12.7,pip,6
2024-10-23,1.0.0,Windows,3.11.9,pip,2
2024-10-23,0.9.2,Linux,3.13.0,pip,1
2024-10-23,0.9.2,Linux,3.12.7,pip,4
2024-10-23,0.9.2,Linux,3.11.10,pip,4
2024-10-22,0.9.2,Linux,3.13.0,pip,9
2024-10-22,0.9.2,Linux,3.11.3,pip,1
2024-10-17,1.0.0,Windows,3.12.6,pip,2
2024-10-17,0.9.2,Windows,3.6.8,pip,1
2024-10-15,1.0.0,Linux,3.9.18,pip,2
2024-10-10,1.0.0,Windows,3.10.9,pip,1
2024-10-08,1.0.0,Darwin,3.12.2,pip,2
2024-10-06,0.9.2,Linux,3.7.4,pip,1
2024-10-04,1.0.0,Windows,3.12.0,pip,2
2024-10-03,0.9.2,Linux,3.12.7,pip,1
2024-10-02,1.0.0,Windows,3.9.2,pip,2
2024-10-02,1.0.0,Windows,3.9.13,pip,1
2024-10-02,1.0.0,Windows,3.11.3,pip,1
2024-10-01,0.9.2,Linux,3.9.20,pip,1
2024-10-01,0.9.2,Linux,3.12.6,pip,2
2024-09-26,1.0.0,Linux,3.9.2,pip,2
2024-09-26,1.0.0,Windows,3.9.6,pip,2
2024-09-25,0.9.2,Linux,3.7.4,pip,1
2024-09-24,1.0.0,Linux,3.11.8,pip,2
2024-09-21,0.9.2,Linux,3.7.4,pip,1
2024-09-20,1.0.0,Windows,3.8.5,pip,1
2024-09-20,1.0.0,Windows,3.11.4,pip,1
2024-09-20,0.9.2,Windows,3.8.8,pip,1
2024-09-19,1.0.0,Darwin,3.9.6,pip,2
2024-09-16,1.0.0,Windows,3.12.1,pip,2
2024-09-15,1.0.0,Windows,3.12.0,pip,2
2024-09-15,1.0.0,Linux,3.10.12,pip,2
2024-09-08,1.0.0,Windows,3.11.9,pip,4
2024-09-07,1.0.0,Linux,3.10.12,pip,4
2024-09-01,1.0.0,Windows,3.12.4,pip,2
2024-08-31,0.9.2,Linux,3.7.4,pip,1
2024-08-31,1.0.0,Darwin,3.12.5,pip,2
2024-08-28,0.9.2,Linux,3.7.4,pip,1
2024-08-27,1.0.0,Windows,3.10.11,pip,2
2024-08-26,1.0.0,Linux,3.12.3,pip,2
2024-08-26,1.0.0,Darwin,3.11.8,pip,2
2024-08-25,1.0.0,Darwin,3.11.4,pip,2
2024-08-23,0.9.2,Linux,3.7.4,pip,1
2024-08-21,1.0.0,Windows,3.12.3,pip,2
2024-08-20,1.0.0,Linux,3.10.12,pip,2
2024-08-20,1.0.0,Linux,3.9.18,pip,2
2024-08-20,1.0.0,Linux,3.12.2,pip,2
2024-08-19,1.0.0,Linux,3.11.2,pip,1
2024-08-19,1.0.0,Darwin,3.11.4,pip,2
2024-08-19,1.0.0,Linux,3.10.12,pip,1
2024-08-19,1.0.0,Linux,3.8.8,pip,1
2024-08-19,1.0.0,Linux,3.8.13,pip,1
2024-08-15,0.9.2,Linux,3.12.4,pip,1
2024-08-14,0.9.2,Windows,3.11.0,pip,1
2024-08-13,0.9.2,Linux,3.7.4,pip,1
2024-08-12,0.9.2,Windows,3.11.5,pip,1
2024-08-12,0.9.2,Linux,3.12.3,pip,2
2024-08-11,0.9.2,Darwin,3.11.5,pip,1
2024-08-10,0.9.2,Linux,3.9.16,pip,1
2024-08-09,0.9.2,Linux,3.10.14,pip,1
2024-08-09,0.9.2,Darwin,3.10.12,pip,1
2024-08-09,0.9.2,Linux,3.10.12,pip,2
2024-08-08,0.9.2,Linux,3.10.12,pip,2
2024-08-04,0.9.2,Linux,3.11.4,pip,1
2024-07-31,0.9.2,Linux,3.10.12,pip,1
2024-07-28,0.9.2,Linux,3.7.4,pip,1
2024-07-27,0.9.2,Windows,3.8.10,pip,1
2024-07-25,0.9.2,Linux,3.10.7,pip,1
2024-07-24,0.9.2,Linux,3.7.4,pip,1
2024-07-24,0.9.2,Darwin,3.9.6,pip,1
2024-07-23,0.9.2,Windows,3.11.9,pip,1
2024-07-22,0.9.2,Linux,3.11.9,pip,1
2024-07-17,0.9.2,Windows,3.10.13,pip,1
2024-07-16,0.9.2,Linux,3.7.4,pip,1
2024-07-12,0.9.2,Darwin,3.11.5,pip,1
2024-07-09,0.9.2,Linux,3.10.12,pip,1
2024-07-09,0.9.2,Darwin,3.12.3,pip,1
2024-07-08,0.9.2,Windows,3.11.2,pip,1
2024-07-03,0.9.2,Linux,3.7.4,pip,1
2024-07-03,0.9.2,Darwin,3.12.4,pip,1
2024-07-03,0.9.2,Darwin,3.12.3,pip,2
2024-06-27,0.9.2,Windows,3.7.3,pip,1
2024-06-27,0.9.2,Windows,3.12.3,pip,1
2024-06-26,0.9.2,Linux,3.7.4,pip,1
2024-06-22,0.9.2,Linux,3.9.19,pip,2
2024-06-21,0.9.2,Linux,3.7.4,pip,1
2024-06-21,0.9.2,Linux,3.9.19,pip,5
2024-06-19,0.9.2,Windows,3.11.4,pip,1
2024-06-18,0.9.2,Darwin,3.9.6,pip,1
2024-06-16,0.9.2,Linux,3.7.4,pip,4
2024-06-13,0.9.2,Linux,3.10.7,pip,5
2024-06-12,0.9.2,Windows,3.12.2,pip,1
2024-06-11,0.9.2,Linux,3.10.12,pip,1
2024-06-10,0.9.2,Windows,3.11.7,pip,2
2024-06-10,0.9.2,Windows,3.11.3,pip,1
2024-06-09,0.9.2,Windows,3.10.7,pip,1
2024-06-07,0.9.2,Linux,3.10.12,pip,1
2024-06-07,0.9.2,Linux,3.10.7,pip,6
2024-06-04,0.9.2,Windows,3.12.1,pip,1
2024-05-31,0.9.2,Windows,3.8.10,pip,1
2024-05-30,0.9.2,Windows,3.11.1,pip,1
2024-05-28,0.9.2,Windows,3.11.9,pip,1
2024-05-28,0.9.2,Windows,3.10.5,pip,1
2024-05-28,0.9.2,Linux,3.7.4,pip,1
2024-05-28,0.9.2,Darwin,3.9.6,pip,1
2024-05-26,0.9.2,Windows,3.10.11,pip,1
2024-05-22,0.9.2,Windows,3.12.2,pip,1
2024-05-22,0.9.2,Linux,2.7.18,pip,1
2024-05-21,0.9.2,Linux,3.9.2,pip,1
2024-05-20,0.9.2,Linux,3.9.2,pip,1
2024-05-19,0.9.2,Windows,3.11.9,pip,1
2024-05-19,0.9.2,Linux,3.12.3,pip,1
2024-05-19,0.9.2,Windows,3.11.0,pip,1
2024-05-15,0.9.2,Windows,3.9.2,pip,1
2024-05-14,0.9.2,Linux,3.10.12,pip,1
2024-05-14,0.9.2,Windows,3.12.2,pip,1
2024-05-13,0.9.2,Windows,3.12.3,pip,1
2024-05-06,0.9.2,Linux,3.9.17,pip,1
2024-05-03,0.9.2,Linux,3.9.19,pip,2
2024-05-02,0.9.2,Windows,3.9.13,pip,1
2024-04-30,0.8.2,Darwin,3.9.6,pip,1
2024-04-30,0.9.2,Darwin,3.9.19,pip,1
2024-04-30,0.9.2,Darwin,3.11.6,pip,1
2024-04-30,0.9.0,Darwin,3.9.6,pip,1
2024-04-30,0.8.9,Darwin,3.9.6,pip,1
2024-04-30,0.8.7,Darwin,3.9.6,pip,1
2024-04-30,0.8.4,Darwin,3.9.6,pip,1
2024-04-29,0.9.2,Linux,3.12.3,pip,1
2024-04-29,0.9.2,Linux,3.10.12,pip,1
2024-04-29,0.9.2,Linux,3.9.19,pip,2
2024-04-26,0.9.2,Linux,3.9.19,pip,2
2024-04-26,0.9.2,Linux,3.7.4,pip,1
2024-04-25,0.9.2,Linux,3.7.4,pip,1
2024-04-24,0.9.2,Windows,2.7.17,pip,1
2024-04-23,0.9.2,Linux,3.9.19,pip,2
2024-04-23,0.9.2,Linux,3.12.3,pip,1
2024-04-22,0.9.2,Linux,3.11.4,pip,2
2024-04-21,0.9.2,Linux,3.7.4,pip,1
2024-04-16,0.9.2,Darwin,3.11.3,pip,1
2024-04-14,0.9.2,Darwin,3.11.5,pip,1
2024-04-13,0.9.2,Windows,3.11.1,pip,1
2024-04-13,0.9.2,Windows,3.9.13,pip,3
2024-04-10,0.9.2,Windows,3.11.5,pip,2
2024-04-04,0.9.2,Windows,3.11.1,pip,1
2024-04-03,0.9.2,Windows,3.10.6,pip,1
2024-04-01,0.9.2,Linux,3.9.19,pip,4
2024-03-30,0.9.2,Linux,3.8.10,pip,2
2024-03-29,0.9.2,Windows,3.12.2,pip,1
2024-03-29,0.9.2,Linux,3.9.5,pip,1
2024-03-29,0.9.2,Linux,3.9.19,pip,7
2024-03-26,0.9.2,Linux,3.10.12,pip,1
2024-03-26,0.9.2,Linux,3.8.5,pip,2
2024-03-26,0.9.2,Windows,3.9.0,pip,1
2024-03-25,0.9.2,Windows,3.9.7,pip,1
2024-03-25,0.9.2,Windows,3.12.1,pip,1
2024-03-24,0.9.2,Windows,3.10.5,pip,1
2024-03-23,0.9.2,Windows,3.12.0,pip,1
2024-03-21,0.9.2,Linux,3.7.4,pip,1
2024-03-20,0.9.2,Windows,3.12.1,pip,1
2024-03-19,0.9.2,Darwin,3.9.6,pip,1
2024-03-19,0.9.2,Darwin,3.8.10,pip,1
2024-03-14,0.9.2,Windows,3.11.5,pip,1
2024-03-12,0.9.2,Windows,3.11.4,pip,1
2024-03-11,0.9.2,Windows,3.11.2,pip,1
2024-03-11,0.9.2,Linux,3.11.5,pip,1
2024-03-08,0.9.2,Windows,3.12.1,pip,1
2024-03-06,0.9.2,Linux,3.11.7,pip,1
2024-03-05,0.9.2,Linux,3.9.2,pip,1
2024-03-05,0.9.2,Darwin,3.12.2,pip,2
2024-03-05,0.9.2,Windows,3.12.2,pip,1
2024-03-04,0.9.2,Linux,3.9.2,pip,3
2024-03-03,0.9.2,Linux,3.7.4,pip,1
2024-03-02,0.9.2,Linux,3.8.5,pip,1
2024-03-01,0.9.2,Linux,3.8.5,pip,2
2024-02-29,0.9.2,Windows,3.10.11,pip,1
2024-02-25,0.9.2,Linux,3.7.4,pip,1
2024-02-24,0.9.2,Linux,3.8.5,pip,3
2024-02-24,0.9.2,Darwin,3.11.6,pip,1
2024-02-18,0.9.2,Linux,3.8.5,pip,2
2024-02-18,0.9.2,Linux,3.7.4,pip,1
2024-02-18,0.9.2,Windows,3.12.1,pip,1
2024-02-17,0.9.2,Darwin,3.9.13,pip,1
2024-02-13,0.9.2,Windows,3.9.0,pip,1
2024-02-13,0.9.2,Linux,2.7.18,pip,1
2024-02-10,0.9.0,Darwin,3.11.4,pip,1
2024-02-10,0.8.7,Darwin,3.11.4,pip,1
2024-02-10,0.8.9,Darwin,3.11.4,pip,1
2024-02-10,0.8.2,Darwin,3.11.4,pip,1
2024-02-10,0.9.2,Darwin,3.11.4,pip,1
2024-02-10,0.9.2,Linux,3.10.12,pip,1
2024-02-10,0.8.4,Darwin,3.11.4,pip,1
2024-02-08,0.9.2,Windows,3.12.0,pip,1
2024-02-07,0.9.2,Windows,3.12.0,pip,1
2024-02-07,0.9.2,Linux,3.8.10,pip,1
2024-02-07,0.9.2,Darwin,3.11.4,pip,1
2024-02-07,0.9.0,Darwin,3.11.4,pip,1
2024-02-07,0.8.9,Darwin,3.11.4,pip,1
2024-02-07,0.8.7,Darwin,3.11.4,pip,1
2024-02-07,0.8.4,Darwin,3.11.4,pip,1
2024-02-07,0.8.2,Darwin,3.11.4,pip,1
2024-02-01,0.9.2,Linux,3.11.6,pip,1
2024-01-30,0.9.2,Linux,3.11.4,pip,1
2024-01-30,0.9.2,Windows,3.12.0,pip,1
2024-01-29,0.9.2,Linux,3.11.7,pip,1
2024-01-26,0.9.2,Linux,3.8.5,pip,3
2024-01-26,0.9.2,Linux,3.7.4,pip,1
2024-01-22,0.9.2,Windows,3.11.4,pip,1
2024-01-22,0.9.2,Windows,3.10.6,pip,1
2024-01-21,0.9.2,Windows,3.11.7,pip,1
2024-01-18,0.9.2,Windows,3.11.5,pip,1
2024-01-18,0.9.2,Linux,3.11.6,pip,1
2024-01-15,0.9.2,Windows,3.8.3,pip,1
2024-01-13,0.9.2,Linux,3.7.4,pip,1
2024-01-12,0.9.2,Linux,3.10.12,pip,1
2024-01-10,0.9.2,Darwin,3.10.13,pip,1
2024-01-08,0.9.2,Linux,3.10.13,pip,1
2024-01-08,0.9.2,Windows,3.12.1,pip,1
2024-01-07,0.9.2,Linux,3.8.5,pip,2
2024-01-06,0.9.2,Linux,3.7.4,pip,1
2024-01-04,0.9.2,Windows,3.11.3,pip,1
2024-01-03,0.9.2,Linux,3.9.2,pip,1
2024-01-03,0.9.2,Linux,3.8.10,pip,1
2024-01-03,0.9.2,Windows,3.9.13,pip,1
2024-01-01,0.9.2,Windows,3.9.13,pip,1
